title,budget,worldwidegross,datecopy,date2,rate1,year,month,yearMean,logYearMeanRate
Die Hard,28000000,138398283,15-Jul-88,15-Jul-88,4.9427958,1988,7,4.4467702,1.4921781
Phantasm II,3000000,7000000,8-Jul-88,8-Jul-88,2.3333333,1988,7,4.4467702,1.4921781
Who Framed Roger Rabbit?,70000000,349318645,22-Jun-88,22-Jun-88,4.9902663,1988,6,4.4467702,1.4921781
Poltergeist III,9500000,14114000,10-Jun-88,10-Jun-88,1.4856842,1988,6,4.4467702,1.4921781
Big,18000000,150027971,3-Jun-88,3-Jun-88,8.3348875,1988,6,4.4467702,1.4921781
Rambo III,58000000,188715611,25-May-88,25-May-88,3.2537174,1988,5,4.4467702,1.4921781
Crocodile Dundee 2,14000000,239606210,25-May-88,25-May-88,17.114729,1988,5,4.4467702,1.4921781
Friday the 13th Part VII: The New Blood,2800000,19170001,13-May-88,13-May-88,6.8464289,1988,5,4.4467702,1.4921781
Lady in White,4700000,1705139,22-Apr-88,22-Apr-88,0.36279553,1988,4,4.4467702,1.4921781
"Bright Lights, Big City",25000000,16118077,1-Apr-88,1-Apr-88,0.64472306,1988,4,4.4467702,1.4921781
Beetle Juice,15000000,73326666,30-Mar-88,30-Mar-88,4.8884444,1988,3,4.4467702,1.4921781
Prison,4000000,354704,4-Mar-88,4-Mar-88,0.088675998,1988,3,4.4467702,1.4921781
Bloodsport,1500000,11806119,26-Feb-88,26-Feb-88,7.8707461,1988,2,4.4467702,1.4921781
School Daze,6000000,14545844,12-Feb-88,12-Feb-88,2.4243073,1988,2,4.4467702,1.4921781
Action Jackson,7000000,20257000,12-Feb-88,12-Feb-88,2.8938572,1988,2,4.4467702,1.4921781
Return of the Living Dead Part II,6200000,9205924,15-Jan-88,15-Jan-88,1.4848264,1988,1,4.4467702,1.4921781
